pair,credits,seed,t,seat,text,target,trigger,consequence,rule,full_rule,intention,has_message
qwen x llama,12,516,6,B,HOLD together,0,0,0,0,0,0,1
qwen x llama,12,516,7,A,"Let's HOLD, I'll CUT if you CUT.",1,1,1,1,1,0,1
qwen x llama,12,516,7,B,HOLD this round?,0,0,0,0,0,0,1
qwen x llama,12,516,8,A,"HOLD if you CUT again, I CUT",0,1,0,0,0,0,1
qwen x llama,12,516,9,A,"Let's HOLD, we both lose otherwise",1,1,0,0,0,1,1
qwen x llama,12,516,9,B,HOLD together,0,0,0,0,0,0,1
qwen x llama,12,516,10,A,"HOLD together, let's maximize profits.",0,0,0,0,0,0,1
qwen x llama,12,516,10,B,HOLD and I'll HOLD too,0,0,0,0,0,0,1
qwen x llama,12,516,11,A,HOLD and we both win more.,0,0,0,0,0,0,1
qwen x llama,12,516,11,B,HOLD together,0,0,0,0,0,0,1
qwen x llama,12,507,0,A,"Let's HOLD together, 3-3 is better than 1-1.",1,0,0,0,0,1,1
qwen x llama,12,507,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,12,507,1,A,"Cooperate, let's keep it at 3,3",1,0,0,0,0,1,1
qwen x llama,12,507,1,B,"Agree, let's cooperate",1,0,0,0,0,1,1
qwen x llama,12,507,2,A,"Let's keep cooperating, it benefits us both.",1,0,0,0,0,1,1
qwen x llama,12,507,3,A,"Let's keep cooperating, it's working.",1,0,0,0,0,1,1
qwen x llama,12,507,3,B,"Agree, let's keep 3-3",1,0,0,0,0,1,1
qwen x llama,12,507,4,A,"Agree, let's keep 3-3",1,0,0,0,0,1,1
qwen x llama,12,507,4,B,"Cooperate, I'm watching",1,0,0,0,0,1,1
qwen x llama,12,507,5,A,"Agree, let's maintain 3-3",1,0,0,0,0,1,1
qwen x llama,12,507,5,B,Cooperate or I CUT,1,0,0,0,0,1,1
qwen x llama,12,507,6,A,"Cooperate, let's keep 3-3",1,0,0,0,0,1,1
qwen x llama,12,507,7,A,"Cooperate, let's keep it 3-3",1,0,0,0,0,1,1
qwen x llama,12,507,7,B,"Let's keep 3-3, I'm watching",1,0,0,0,0,1,1
qwen x llama,12,507,8,A,"Cooperate, 3-3 is best for both.",1,0,0,0,0,1,1
qwen x llama,12,507,8,B,Let's keep cooperating,1,0,0,0,0,1,1
qwen x llama,12,507,9,A,"Agree, let's keep cooperating",1,0,0,0,0,1,1
qwen x llama,12,507,9,B,"Let's keep 3-3, I'm watching",1,0,0,0,0,1,1
qwen x llama,12,507,11,B,"Let's keep 3-3, mutual benefit",1,0,0,0,0,1,1
qwen x llama,12,515,0,A,Let's both HOLD. We can both make more profit this way.,1,0,0,0,0,1,1
qwen x llama,12,515,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,12,515,1,A,Let's keep cooperating.,1,0,0,0,0,1,1
qwen x llama,12,515,1,B,"Agree, let's both HOLD",1,0,0,0,0,1,1
qwen x llama,12,515,2,A,"Let's keep cooperating, both HOLD.",1,0,0,0,0,1,1
qwen x llama,12,515,2,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,12,515,3,A,"Let's keep cooperating, both HOLD",1,0,0,0,0,1,1
qwen x llama,12,515,3,B,"Cooperate, I'm watching",1,0,0,0,0,1,1
qwen x llama,12,515,4,A,"Let's keep cooperating, HOLD together.",1,0,0,0,0,1,1
qwen x llama,12,515,4,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,12,515,5,A,"Cooperate, let's keep HOLDing",1,0,0,0,0,1,1
qwen x llama,12,515,5,B,"Cooperate, I'm watching",1,0,0,0,0,1,1
qwen x llama,12,515,6,A,"Cooperate, let's keep it at HOLD",1,0,0,0,0,1,1
qwen x llama,12,515,6,B,"Agree, HOLD",0,0,0,0,0,0,1
qwen x llama,12,515,7,A,"Cooperate, let's both HOLD",1,0,0,0,0,1,1
qwen x llama,12,515,7,B,CUT or I'll CUT always,0,0,1,0,0,0,1
qwen x llama,12,515,8,A,"Let's HOLD, I'll CUT if you CUT again",1,1,1,1,1,0,1
qwen x llama,12,515,8,B,"STOP texting, I'm onto you",0,0,0,0,0,0,1
qwen x llama,12,515,9,A,"Let's HOLD, no more CUTs",1,0,0,0,0,1,1
qwen x llama,12,515,9,B,CUT or I CUT,0,0,0,0,0,0,1
qwen x llama,12,515,10,A,"Let's HOLD, I'll stop texting.",1,0,0,0,0,1,1
qwen x llama,12,515,10,B,CUT or I CUT,0,0,0,0,0,0,1
qwen x llama,12,515,11,A,"Let's HOLD, no more CUT.",1,0,0,0,0,1,1
qwen x llama,12,515,11,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,12,509,0,A,"Let's HOLD together, 3-3 is better than 1-1.",1,0,0,0,0,1,1
qwen x llama,12,509,0,B,HOLD?,0,0,0,0,0,0,1
qwen x llama,12,509,1,A,"HOLD, let's keep it fair",1,0,0,0,0,1,1
qwen x llama,12,509,1,B,"Agree, let's cooperate",1,0,0,0,0,1,1
qwen x llama,12,509,2,A,"Let's keep cooperating, HOLD?",1,0,0,0,0,1,1
qwen x llama,12,509,2,B,HOLD again,0,0,0,0,0,0,1
qwen x llama,12,509,3,A,"HOLD, let's keep cooperating",1,0,0,0,0,1,1
qwen x llama,12,509,3,B,HOLD again,0,0,0,0,0,0,1
qwen x llama,12,509,4,A,Let's keep HOLDing for mutual benefit.,1,0,0,0,0,1,1
qwen x llama,12,509,4,B,HOLD again,0,0,0,0,0,0,1
qwen x llama,12,509,5,B,"HOLD, cooperation pays",1,0,0,0,0,1,1
qwen x llama,12,509,6,A,"HOLD, cooperation pays",1,0,0,0,0,1,1
qwen x llama,12,509,6,B,HOLD together,0,0,0,0,0,0,1
qwen x llama,12,509,7,A,"HOLD, let's keep cooperating",1,0,0,0,0,1,1
qwen x llama,12,509,7,B,HOLD and cooperate,1,0,0,0,0,1,1
qwen x llama,12,509,8,A,"HOLD, cooperation pays",1,0,0,0,0,1,1
qwen x llama,12,509,9,A,"HOLD, let's keep cooperating",1,0,0,0,0,1,1
qwen x llama,12,509,11,A,"HOLD, cooperation pays",1,0,0,0,0,1,1
qwen x llama,12,512,0,A,Let's both HOLD. We can make more profit together.,1,0,0,0,0,1,1
qwen x llama,12,512,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,12,512,1,A,"Let's cooperate, HOLD next round?",1,0,0,0,0,1,1
qwen x llama,12,512,1,B,No collusion,0,0,0,0,0,0,1
qwen x llama,12,512,2,A,"Let's HOLD, I'll CUT if you do.",1,1,1,0,0,1,1
qwen x llama,12,512,2,B,Cooperate? You didn't,1,0,0,0,0,1,1
qwen x llama,12,512,3,A,Let's both HOLD. We both win more.,1,0,0,0,0,1,1
qwen x llama,12,512,4,A,"Let's cooperate, I'll HOLD if you do.",1,1,0,0,0,1,1
qwen x llama,12,512,4,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,12,512,5,A,Let's HOLD. I'll CUT if you CUT.,1,1,1,1,1,0,1
qwen x llama,12,512,5,B,HOLD or I CUT forever,0,0,0,0,0,0,1
qwen x llama,12,512,6,A,Let's HOLD. I'll CUT if you do.,1,1,1,0,0,1,1
qwen x llama,12,512,6,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,12,512,7,A,"Let's HOLD, I'll CUT if you do",1,1,1,0,0,1,1
qwen x llama,12,512,7,B,HOLD together,0,0,0,0,0,0,1
qwen x llama,12,512,8,A,Let's HOLD. I'll CUT next if you CUT this.,1,1,1,1,1,0,1
qwen x llama,12,512,8,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,12,512,9,A,"Let's HOLD, I'll CUT if you CUT",1,1,1,1,1,0,1
qwen x llama,12,512,9,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,12,512,10,A,HOLD or I CUT too,0,0,0,0,0,0,1
qwen x llama,12,512,10,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,12,512,11,A,"HOLD, let's cooperate.",1,0,0,0,0,1,1
qwen x llama,12,512,11,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,12,518,0,A,Let's both HOLD. We can make more profit together.,1,0,0,0,0,1,1
qwen x llama,12,518,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,12,518,1,A,Let's cooperate. HOLD?,1,0,0,0,0,1,1
qwen x llama,12,518,1,B,"No deal, you didn't HOLD",0,0,0,0,0,0,1
qwen x llama,12,518,2,A,"Let's HOLD, I'll keep my promise this time.",1,0,0,0,0,1,1
qwen x llama,12,518,2,B,Cooperate? You didn't,1,0,0,0,0,1,1
qwen x llama,12,518,3,A,"Let's HOLD, I'll match if you do",1,1,0,0,0,1,1
qwen x llama,12,518,3,B,Cooperate or I CUT forever,1,0,0,0,0,1,1
qwen x llama,12,518,4,A,Let's HOLD. I'll CUT if you do.,1,1,1,0,0,1,1
qwen x llama,12,518,4,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,12,518,5,A,Let's HOLD. I'll CUT if you do.,1,1,1,0,0,1,1
qwen x llama,12,518,5,B,"CUT now, I'll CUT next",0,0,1,0,0,0,1
qwen x llama,12,518,6,A,"I'll HOLD if you HOLD, no more CUTs.",0,1,0,0,0,0,1
qwen x llama,12,518,6,B,STOP LYING,0,0,0,0,0,0,1
qwen x llama,12,518,7,A,"Let's HOLD, I'll HOLD if you HOLD.",1,1,0,0,0,1,1
qwen x llama,12,518,7,B,HOLD together now,0,0,0,0,0,0,1
qwen x llama,12,518,8,A,"HOLD together, or we both lose.",0,0,0,0,0,0,1
qwen x llama,12,518,8,B,HOLD or I CUT forever,0,0,0,0,0,0,1
qwen x llama,12,518,9,A,"HOLD, let's cooperate.",1,0,0,0,0,1,1
qwen x llama,12,518,10,A,"HOLD, let's cooperate",1,0,0,0,0,1,1
qwen x llama,12,518,11,A,HOLD or both CUT forever,0,0,0,0,0,0,1
qwen x llama,12,518,11,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,12,517,0,A,Let's both HOLD. We'll both earn more.,1,0,0,0,0,1,1
qwen x llama,12,517,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,12,517,1,A,"Cooperate? Let's keep it at 3,3.",1,0,0,0,0,1,1
qwen x llama,12,517,1,B,"Agree, let's both HOLD",1,0,0,0,0,1,1
qwen x llama,12,517,2,A,"Let's keep cooperating, HOLD again?",1,0,0,0,0,1,1
qwen x llama,12,517,2,B,"Agree, let's cooperate",1,0,0,0,0,1,1
qwen x llama,12,517,3,A,"Agree, let's keep HOLDing",1,0,0,0,0,1,1
qwen x llama,12,517,4,A,"Let's keep cooperating, both HOLD.",1,0,0,0,0,1,1
qwen x llama,12,517,5,B,HOLD addCriterion,0,0,0,0,0,0,1
qwen x llama,12,517,6,A,"Agree, let's keep HOLDING",1,0,0,0,0,1,1
qwen x llama,12,517,6,B,HOLD again?,0,0,0,0,0,0,1
qwen x llama,12,517,7,A,"Agree, let's keep HOLDing.",1,0,0,0,0,1,1
qwen x llama,12,517,7,B,Let's keep cooperating,1,0,0,0,0,1,1
qwen x llama,12,517,8,A,"Agree, let's keep HOLDING",1,0,0,0,0,1,1
qwen x llama,12,517,8,B,Let's keep HOLDing,1,0,0,0,0,1,1
qwen x llama,12,517,9,A,"Agree, let's keep HOLDing",1,0,0,0,0,1,1
qwen x llama,12,517,10,A,"Let's keep HOLDing, mutual benefit",1,0,0,0,0,1,1
qwen x llama,12,517,11,A,"Agreed, let's keep HOLDing",1,0,0,0,0,1,1
qwen x llama,12,519,0,A,"Let's HOLD, we both win more. Trust?",1,0,0,0,0,1,1
qwen x llama,12,519,0,B,Cooperate?,1,0,0,0,0,1,1
qwen x llama,12,519,1,A,Let's both HOLD. Trust?,1,0,0,0,0,1,1
qwen x llama,12,519,2,A,Let's cooperate. I'll CUT if you CUT.,1,1,1,1,1,0,1
qwen x llama,12,519,2,B,STOP PLAYING ME,0,0,0,0,0,0,1
qwen x llama,12,519,3,A,Let's HOLD. I'll CUT if you do.,1,1,1,0,0,1,1
qwen x llama,12,519,3,B,HOLD now or never,0,0,0,0,0,0,1
qwen x llama,12,519,4,A,"Let's HOLD, I'll send 2 SMS if you HOLD next 2 rounds.",1,1,0,0,0,1,1
qwen x llama,12,519,4,B,CUT or I CUT,0,0,0,0,0,0,1
qwen x llama,12,519,5,A,"Let's HOLD, we both win more",1,0,0,0,0,1,1
qwen x llama,12,519,5,B,HOLD now or never,0,0,0,0,0,0,1
qwen x llama,12,519,6,A,"Let's HOLD, I'll CUT if you do.",1,1,1,0,0,1,1
qwen x llama,12,519,6,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,12,519,7,A,"Let's HOLD, I'll CUT if you do.",1,1,1,0,0,1,1
qwen x llama,12,519,7,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,12,519,8,A,HOLD or both CUT forever,0,0,0,0,0,0,1
qwen x llama,12,519,8,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x llama,12,519,9,A,HOLD or both CUT forever.,0,0,0,0,0,0,1
qwen x llama,12,519,9,B,HOLD now or CUT forever,0,0,0,0,0,0,1
qwen x llama,12,519,10,A,HOLD or CUT forever,0,0,0,0,0,0,1
qwen x llama,12,519,10,B,HOLD now or CUT forever,0,0,0,0,0,0,1
qwen x llama,12,519,11,A,HOLD or we both lose,0,0,0,0,0,0,1
qwen x llama,12,519,11,B,HOLD or I CUT,0,0,0,0,0,0,1
qwen x deepseek,1,500,0,A,Let's both HOLD. Trust?,1,0,0,0,0,1,1
qwen x deepseek,1,500,0,B,Let's both HOLD for max profit. I'll HOLD this round.,1,0,0,0,0,1,1
qwen x deepseek,1,503,0,A,Let's both HOLD. We can make more profit together.,1,0,0,0,0,1,1
qwen x deepseek,1,503,0,B,Let's both HOLD for max profit. 3 each round beats 1. Trust ,1,0,0,0,0,1,1
qwen x deepseek,1,502,0,A,Let's both HOLD. We both win more. Trust?,1,0,0,0,0,1,1
qwen x deepseek,1,502,0,B,Let's both HOLD for max profit. 3 each round.,1,0,0,0,0,1,1
qwen x deepseek,1,505,0,A,"Let's both HOLD. Trust me, it's better for both.",1,0,0,0,0,1,1
qwen x deepseek,1,505,0,B,Let's both HOLD for max profit. I'll HOLD this round.,1,0,0,0,0,1,1
qwen x deepseek,1,504,0,A,"Let's both HOLD. Trust me, it's better for both. 🤝",1,0,0,0,0,1,1
qwen x deepseek,1,504,0,B,Let's both HOLD for mutual benefit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,1,507,0,A,"Let's HOLD together, or we both lose.",1,0,0,0,0,1,1
qwen x deepseek,1,507,0,B,Let's both HOLD for max profit. I'll CUT if you do.,1,1,1,0,0,1,1
qwen x deepseek,1,508,0,A,"Let's HOLD, share the profits.",1,0,0,0,0,1,1
qwen x deepseek,1,508,0,B,Let's both HOLD for max profit.,1,0,0,0,0,1,1
qwen x deepseek,1,501,0,A,"Let's HOLD together, 3-3 is better than 1-1.",1,0,0,0,0,1,1
qwen x deepseek,1,501,0,B,Let's both HOLD for max profit. I'll HOLD this round.,1,0,0,0,0,1,1
qwen x deepseek,1,511,0,A,"Let's both HOLD, or we'll end up in a price war.",1,0,0,0,0,1,1
qwen x deepseek,1,511,0,B,Let's both HOLD for max profit. I'll HOLD this round.,1,0,0,0,0,1,1
qwen x deepseek,1,506,0,B,Let's both HOLD for mutual benefit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,1,506,1,A,I'll HOLD if you do. Let's keep it fair.,1,1,0,0,0,1,1
qwen x deepseek,1,509,0,A,Let's both HOLD. Trust? 🤝,1,0,0,0,0,1,1
qwen x deepseek,1,509,0,B,Let's both HOLD for max profit. I'll HOLD this round.,1,0,0,0,0,1,1
qwen x deepseek,1,510,0,A,"Let's both HOLD. Split the profit, trust me.",1,0,0,0,0,1,1
qwen x deepseek,1,510,0,B,Let's both HOLD for max profit. I'll HOLD this round.,1,0,0,0,0,1,1
qwen x deepseek,1,513,0,A,"Let's HOLD, split the profits. 3 each, fair?",1,0,0,0,0,1,1
qwen x deepseek,1,513,0,B,Let's both HOLD for mutual profit. 3 > 1.,1,0,0,0,0,1,1
qwen x deepseek,1,512,0,A,Let's both HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,1,512,0,B,Let's both HOLD for max profit. 3 each round beats 1.,1,0,0,0,0,1,1
qwen x deepseek,1,517,0,B,Let's both HOLD for mutual benefit. Stable profits beat cuts,1,0,0,0,0,1,1
qwen x deepseek,1,517,1,A,Agreed. Let's keep HOLD for steady profits.,1,0,0,0,0,1,1
qwen x deepseek,1,514,0,A,"Let's HOLD, share the profit. Trust me.",1,0,0,0,0,1,1
qwen x deepseek,1,514,0,B,Let's both HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,1,515,0,A,"Let's HOLD together, or we both lose.",1,0,0,0,0,1,1
qwen x deepseek,1,515,0,B,Let's both HOLD for max profit. 3 each round beats 1.,1,0,0,0,0,1,1
qwen x deepseek,1,516,0,A,"Let's both HOLD. Trust me, it's better.",1,0,0,0,0,1,1
qwen x deepseek,1,516,0,B,Let's both HOLD for max profit. I'll CUT next if you do.,1,1,1,0,0,1,1
qwen x deepseek,1,519,0,A,"Let's both HOLD, or we'll both suffer.",1,0,0,0,0,1,1
qwen x deepseek,1,519,0,B,Let's both HOLD for mutual benefit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,2,501,0,A,Let's both HOLD. We both win more.,1,0,0,0,0,1,1
qwen x deepseek,2,501,0,B,Let’s both HOLD for mutual gain. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,2,501,1,A,I'll HOLD if you do. Let's keep this profitable.,1,1,0,0,0,1,1
qwen x deepseek,2,501,1,B,Let's keep holding. More profit for both.,1,0,0,0,0,1,1
qwen x deepseek,1,518,0,A,"Let's both HOLD, it's better for both.",1,0,0,0,0,1,1
qwen x deepseek,1,518,0,B,Let's both HOLD for max profit. I'll match you.,1,0,0,0,0,1,1
qwen x deepseek,2,503,0,A,Let's both HOLD. Maximize profits together.,1,0,0,0,0,1,1
qwen x deepseek,2,503,0,B,Let's both HOLD for max profit. 3 each round.,1,0,0,0,0,1,1
qwen x deepseek,2,503,1,A,Agree. Let's keep HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,2,503,1,B,Agree. Let's both HOLD again for mutual profit.,1,0,0,0,0,1,1
qwen x deepseek,2,502,0,A,"Let's both HOLD. Trust me, it's better for both. 🤝",1,0,0,0,0,1,1
qwen x deepseek,2,502,0,B,Let's both HOLD for max profit. 2 credits left.,1,0,0,0,0,1,1
qwen x deepseek,2,502,1,A,Let's both HOLD. I'll match your commitment.,1,0,0,0,0,1,1
qwen x deepseek,2,502,1,B,Let's both HOLD. Last SMS. Mutual gain. 🤝,1,0,0,0,0,1,1
qwen x deepseek,2,506,0,A,Let's both HOLD. We can make more money together.,1,0,0,0,0,1,1
qwen x deepseek,2,506,0,B,Let's both HOLD for max profit. I'll start with HOLD.,1,0,0,0,0,1,1
qwen x deepseek,2,506,1,A,Agree. Let's keep HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,2,506,1,B,Let's both HOLD again. Mutual profit benefits us both.,1,0,0,0,0,1,1
qwen x deepseek,2,507,0,A,Let's HOLD together for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,2,507,0,B,Let's both HOLD for max profit. I'll start.,1,0,0,0,0,1,1
qwen x deepseek,2,507,1,A,Agree. Let's both HOLD for max profit.,1,0,0,0,0,1,1
qwen x deepseek,2,507,1,B,"Let's keep HOLDing, mutual profit. Last SMS.",1,0,0,0,0,1,1
qwen x deepseek,2,505,0,A,Let's both HOLD. We can make more money together.,1,0,0,0,0,1,1
qwen x deepseek,2,505,0,B,Let's both HOLD for max profit. I'll start with HOLD this ro,1,0,0,0,0,1,1
qwen x deepseek,2,505,1,A,Let's both HOLD. I'll match if you do.,1,1,0,0,0,1,1
qwen x deepseek,2,505,1,B,Let’s both HOLD. Higher profits for both.,1,0,0,0,0,1,1
qwen x deepseek,2,500,0,A,Let's HOLD together for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,2,500,0,B,Let's both HOLD for max profit. 2 credits left.,1,0,0,0,0,1,1
qwen x deepseek,2,500,1,A,Agree. Let's keep HOLDING. 1 credit left.,1,0,0,0,0,1,1
qwen x deepseek,2,500,1,B,Let's keep HOLDing for max profit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,2,504,0,A,Let's both HOLD. Trust?,1,0,0,0,0,1,1
qwen x deepseek,2,504,0,B,Let's both HOLD for max profit. 3 each round.,1,0,0,0,0,1,1
qwen x deepseek,2,504,1,A,Let's keep HOLDing. 3 each is good.,1,0,0,0,0,1,1
qwen x deepseek,2,504,1,B,"Both HOLD. Last SMS. 3,3 beats 1,1. Trust?",1,0,0,0,0,1,1
qwen x deepseek,2,508,0,A,Let's both HOLD for mutual benefit. Trust?,1,0,0,0,0,1,1
qwen x deepseek,2,508,0,B,Let's both HOLD for mutual benefit. Trust earns us more.,1,0,0,0,0,1,1
qwen x deepseek,2,508,1,A,Agree. Let's keep HOLDING for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,2,508,1,B,Let's keep HOLDing. Last text. Mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,2,511,0,A,Let's HOLD. 3 each is better than 1.,1,0,0,0,0,1,1
qwen x deepseek,2,511,0,B,Let’s both HOLD for max profit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,2,511,1,A,Agree. Let's maintain trust and HOLD.,1,0,0,0,0,1,1
qwen x deepseek,2,511,1,B,Let's keep HOLDing. Mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,2,513,0,B,Let’s both HOLD for mutual benefit. Trust me to reciprocate.,1,0,0,0,0,1,1
qwen x deepseek,2,513,1,A,Agree. Let's keep HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,2,513,1,B,"Let’s both HOLD for mutual benefit. Trust me, I’ll reciproca",1,0,0,0,0,1,1
qwen x deepseek,2,513,2,A,Let's keep HOLDing. Trust and cooperation benefit us both.,1,0,0,0,0,1,1
qwen x deepseek,2,509,0,A,Let's both HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,2,509,0,B,Let's both HOLD for mutual high profit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,2,509,1,A,Agree. Let's keep HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,2,509,1,B,"Let's keep HOLDing, mutual benefit. Last SMS.",1,0,0,0,0,1,1
qwen x deepseek,2,510,0,A,Let's both HOLD. We'll make more profit together. 🤝,1,0,0,0,0,1,1
qwen x deepseek,2,510,0,B,Let's both HOLD for max profit. 2 credits left.,1,0,0,0,0,1,1
qwen x deepseek,2,510,1,A,Agree to HOLD. Let's keep profits high. 1 credit left.,1,0,0,0,0,1,1
qwen x deepseek,2,510,1,B,Let's both HOLD again. More profit for us both. 🤝,1,0,0,0,0,1,1
qwen x deepseek,2,514,0,A,Let's both HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,2,514,0,B,Let’s both HOLD for mutual profit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,2,514,1,A,Trust is mutual. Let's HOLD.,1,0,0,0,0,1,1
qwen x deepseek,2,514,1,B,Let's keep HOLDing for mutual profit. Last SMS.,1,0,0,0,0,1,1
qwen x deepseek,2,512,0,A,Let's both HOLD. Split the profit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,2,512,0,B,Let's both HOLD for max profit. I'll start.,1,0,0,0,0,1,1
qwen x deepseek,2,512,1,A,Agree. Let's keep HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,2,512,1,B,Let's keep HOLDing. Mutual benefit. Last text.,1,0,0,0,0,1,1
qwen x deepseek,2,515,0,B,Let's both HOLD for max profit. I'll start.,1,0,0,0,0,1,1
qwen x deepseek,2,515,1,A,Agree. Let's keep HOLDing for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,2,515,1,B,Let's both HOLD for mutual benefit. Last text.,1,0,0,0,0,1,1
qwen x deepseek,2,515,5,A,Let's continue HOLDING for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,3,500,0,A,"Let's HOLD together, or we'll both lose. 🤝",1,0,0,0,0,1,1
qwen x deepseek,3,500,0,B,Let's both HOLD for max profit. I'll start with HOLD this ro,1,0,0,0,0,1,1
qwen x deepseek,3,500,1,A,Let's both HOLD. I'll match your next move.,1,0,0,0,0,1,1
qwen x deepseek,3,500,1,B,Agree to HOLD this round. Mutual benefit. 🤝,0,0,0,0,0,0,1
qwen x deepseek,3,500,2,A,Let's keep HOLDing for mutual benefit. 🤝,1,0,0,0,0,1,1
qwen x deepseek,3,500,2,B,Let's HOLD forever. Mutual benefit > short-term gain. 🤝,1,0,0,0,0,1,1
qwen x deepseek,2,516,0,A,"Let's HOLD, split the profits 50-50. Trust?",1,0,0,0,0,1,1
qwen x deepseek,2,516,0,B,Let's both HOLD for max profit. 2 credits left.,1,0,0,0,0,1,1
qwen x deepseek,2,516,1,A,I'll CUT if you HOLD again. 1 credit left.,0,1,1,0,0,0,1
qwen x deepseek,2,516,1,B,Let's both HOLD from now on. Last text. I'll HOLD this round,1,0,0,0,0,1,1
qwen x deepseek,2,519,0,A,Let's both HOLD. Maximize profits together.,1,0,0,0,0,1,1
qwen x deepseek,2,519,0,B,Let's both HOLD for max profit. 3 each round beats 1.,1,0,0,0,0,1,1
qwen x deepseek,2,519,1,A,Let's HOLD. I'll CUT next if you HOLD this.,1,1,1,0,0,1,1
qwen x deepseek,2,519,1,B,"If you CUT this round, I'll HOLD next round. Trust me.",0,1,0,0,0,0,1
qwen x deepseek,2,518,0,A,"Let's HOLD prices, split the profits. Trust?",1,0,0,0,0,1,1
qwen x deepseek,2,518,0,B,"Let's both HOLD for mutual benefit, or I'll CUT next round.",1,0,1,0,0,1,1
qwen x deepseek,2,518,1,A,Let's HOLD. I'll CUT if you do.,1,1,1,0,0,1,1
qwen x deepseek,2,518,1,B,Let's both HOLD now. I'll match you. Last text.,1,0,0,0,0,1,1
qwen x deepseek,2,517,0,A,"Let's both HOLD. Trust me, it's better for both. 🤝",1,0,0,0,0,1,1
qwen x deepseek,2,517,0,B,Let's both HOLD for mutual benefit. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,2,517,1,A,Let's HOLD. I'll CUT if you CUT again.,1,1,1,1,1,0,1
qwen x deepseek,2,517,1,B,Let's both HOLD. Mutual benefit. Last SMS. 🤝,1,0,0,0,0,1,1
qwen x deepseek,3,502,0,A,Let's HOLD together for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,3,502,0,B,Let's both HOLD for max profit. I'll start with HOLD.,1,0,0,0,0,1,1
qwen x deepseek,3,502,1,A,Agreed. Let's keep HOLD for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,3,502,1,B,"Agreed, let's HOLD again for mutual profit.",1,0,0,0,0,1,1
qwen x deepseek,3,502,2,A,Let's continue HOLDING for mutual benefit.,1,0,0,0,0,1,1
qwen x deepseek,3,502,2,B,Let's continue HOLD for mutual profit.,1,0,0,0,0,1,1
qwen x deepseek,3,501,0,A,"Let's both HOLD. Trust me, it's better. 3/3 > 1/1.",1,0,0,0,0,1,1
qwen x deepseek,3,501,0,B,Let's both HOLD for max profit. I'll start with HOLD.,1,0,0,0,0,1,1
qwen x deepseek,3,501,1,A,Let's both HOLD. I'll match your HOLD.,1,0,0,0,0,1,1
qwen x deepseek,3,501,1,B,Let's both HOLD. Mutual benefit: 3/3 > 1/1. Trust me.,1,0,0,0,0,1,1
qwen x deepseek,3,501,2,A,Let's both HOLD. I'll match your next move.,1,0,0,0,0,1,1
